report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0314,2025-08-23,Naharkatiya,Bongaigaon — Tank Farm,Safety Observation,Driving / Vehicle Safety — driving between installations,"During driving between installations during the morning shift, reversing alarm was not working. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.861,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Medium
SYN-0315,2025-08-06,Duliajan,Geleki — Pipeline Corridor,Safety Observation,Hot Work — welding on a process pipe,"During cutting a steel support while preparing the job, combustibles not cleared from the work area. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.847,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0316,2025-05-20,Geleki,Digboi — Tank Farm,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose while preparing the job, exclusion zone was not maintained. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.772,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Low
SYN-0317,2025-05-24,Naharkatiya,Digboi — Tank Farm,Safety Observation,Working at Height — repairing an elevated platform,"During accessing a tank roof after a change in the work sequence, harness was not attached to an anchor. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. Work stopped until a certified access system was provided.",Yes,0.906,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0318,2025-11-06,Geleki,Naharkatiya — Tank Farm,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During reversing a service vehicle during a routine maintenance task, reversing alarm was not working. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The driver stopped and reported the near miss.",No,0.934,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Low
SYN-0319,2024-12-12,Naharkatiya,Geleki — Pipeline Corridor,Safety Observation,Confined Space — cleaning a storage tank,"During entry into a sump while preparing the job, rescue plan was not briefed. Oxygen readings fell below the safe limit. The deviation was identified early, before anyone was exposed to serious harm. Ventilation was increased and the permit was reviewed.",No,0.898,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,Low
SYN-0320,2024-09-23,Bongaigaon,Bongaigaon — Workshop,Near Miss,Energy Isolation — valve replacement,"During pump maintenance during a routine maintenance task, lockout/tagout not verified. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.825,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,High
SYN-0321,2025-10-11,Duliajan,Geleki — Pipeline Corridor,Near Miss,Confined Space — cleaning a storage tank,"During cleaning a storage tank during a routine maintenance task, entry permit was incomplete. A worker reported dizziness inside the vessel. The condition created a credible potential for a fatal or permanently disabling event. The standby rescue team secured the area.",Yes,0.797,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,High
SYN-0322,2025-07-22,Digboi,Bongaigaon — Workshop,Near Miss,Driving / Vehicle Safety — driving between installations,"During driving between installations during a routine maintenance task, seat belt was not used. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The driver stopped and reported the near miss.",Yes,0.867,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,High
SYN-0323,2024-05-21,Bongaigaon,Duliajan — Main Gate,Hazard Report,Working at Height — installing cable tray at height,"During repairing an elevated platform during the morning shift, scaffold inspection tag was missing. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. The dropped-object zone was cleared.",No,0.925,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,Low
SYN-0324,2024-08-23,Geleki,Duliajan — Pipeline Corridor,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During moving materials beside a pipe rack while preparing the job, spotter communication was unclear. A suspended load swung across the access route. The condition created a credible potential for a fatal or permanently disabling event. The crew stepped back and reassessed the task.",Yes,0.827,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,High
SYN-0325,2025-09-24,Geleki,Bongaigaon — Main Gate,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During driving between installations after a change in the work sequence, seat belt was not used. The vehicle nearly struck a pedestrian at the gate. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.805,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Low
